회원키,총구매,총매수,총금액,첫구매일,최근구매일,분포
00000007862,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000008930,1,1,144000,20240714: ,20240714: ,2024|뮤지컬:1
00000009389,2,3,202000,20240714: ,20250308: ,2024|뮤지컬:1;2025|클래식:1
00000018199,1,2,162000,20240714: ,20240714: ,2024|뮤지컬:1
00000012006,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000013610,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000004798,2,2,171000,20240714: ,20250529: ,2024|뮤지컬:1;2025|발레/연극:1
00000005048,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000005910,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000011296,1,3,418000,20240714: ,20240714: ,2024|뮤지컬:1
00000007034,2,3,279000,20240714: ,20250424: ,2024|뮤지컬:1;2025|발레/연극:1
00000004061,1,2,320000,20240714: ,20240714: ,2024|뮤지컬:1
00000011831,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000005877,1,1,144000,20240714: ,20240714: ,2024|뮤지컬:1
00000013618,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000018185,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000000039,2,2,287000,20240714: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000021425,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000007395,2,2,304000,20240714: ,20240714: ,2024|뮤지컬:2
00000006838,1,1,144000,20240714: ,20240714: ,2024|뮤지컬:1
00000012699,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000016150,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000015698,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000021520,1,1,117000,20240714: ,20240714: ,2024|뮤지컬:1
00000013945,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000021450,1,1,117000,20240714: ,20240714: ,2024|뮤지컬:1
00000010459,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000008421,3,6,662000,20240714: ,20241123: ,2024|뮤지컬:2;2024|클래식:1
00000000048,3,4,504000,20240714: ,20251123: ,2024|뮤지컬:2;2025|뮤지컬:1
00000010072,2,6,916000,20240714: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:1
00000003265,2,2,288000,20240714: ,20240714: ,2024|뮤지컬:2
00000010415,2,4,572000,20240714: ,20250214: ,2024|뮤지컬:1;2025|뮤지컬:1
00000010091,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000003741,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000016848,1,2,162000,20240714: ,20240714: ,2024|뮤지컬:1
00000013180,6,10,634000,20240714: ,20251115: ,2024|뮤지컬:2;2024|클래식:2;2025|뮤지컬:1;2025|클래식:1
00000006527,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000002245,1,1,117000,20240714: ,20240714: ,2024|뮤지컬:1
00000015020,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000018831,2,2,320000,20240714: ,20240714: ,2024|뮤지컬:2
00000015654,2,2,320000,20240714: ,20240714: ,2024|뮤지컬:2
00000011299,3,9,1125000,20240714: ,20250706: ,2024|뮤지컬:1;2025|뮤지컬:2
00000002438,1,1,117000,20240714: ,20240714: ,2024|뮤지컬:1
00000007029,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000011462,2,2,304000,20240714: ,20240714: ,2024|뮤지컬:2
00000021485,2,2,220500,20240714: ,20241124: ,2024|뮤지컬:2
00000004888,5,6,674000,20240714: ,20251123: ,2024|뮤지컬:2;2025|뮤지컬:2;2025|어린이·가족:1
00000013027,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000007542,2,2,314000,20240714: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000005861,2,5,508000,20240714: ,20251115: ,2024|뮤지컬:1;2025|클래식:1
00000000420,3,5,256000,20240714: ,20250529: ,2024|뮤지컬:1;2025|어린이·가족:1;2025|발레/연극:1
00000003544,1,2,272000,20240714: ,20240714: ,2024|뮤지컬:1
00000009252,2,3,238500,20240714: ,20240714: ,2024|뮤지컬:2
00000002802,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000010268,4,8,1248000,20240714: ,20251123: ,2024|뮤지컬:2;2025|뮤지컬:2
00000014968,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000014777,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000019438,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000010761,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000007917,1,2,162000,20240714: ,20240714: ,2024|뮤지컬:1
00000003273,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000021850,2,4,576000,20240714: ,20250216: ,2024|뮤지컬:1;2025|뮤지컬:1
00000000514,1,2,260000,20240714: ,20240714: ,2024|뮤지컬:1
00000009686,2,2,304000,20240714: ,20240714: ,2024|뮤지컬:2
00000008982,2,3,418000,20240714: ,20240714: ,2024|뮤지컬:2
00000007255,6,12,1188400,20240714: ,20251123: ,2024|뮤지컬:1;2024|클래식:1;2025|뮤지컬:3;2025|어린이·가족:1
00000011950,3,6,394000,20240714: ,20251204: ,2024|뮤지컬:1;2025|클래식:2
00000005908,1,1,130000,20240714: ,20240714: ,2024|뮤지컬:1
00000004864,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000016306,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000003220,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000020272,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000014761,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000001211,2,2,320000,20240714: ,20240714: ,2024|뮤지컬:2
00000003854,1,2,260000,20240714: ,20240714: ,2024|뮤지컬:1
00000017111,1,4,576000,20240714: ,20240714: ,2024|뮤지컬:1
00000010772,1,1,117000,20240714: ,20240714: ,2024|뮤지컬:1
00000007979,1,2,166500,20240714: ,20240714: ,2024|뮤지컬:1
00000018736,1,1,144000,20240714: ,20240714: ,2024|뮤지컬:1
00000012102,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000016565,2,6,444000,20240714: ,20250308: ,2024|뮤지컬:1;2025|클래식:1
00000008445,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000003572,1,2,272000,20240714: ,20240714: ,2024|뮤지컬:1
00000002504,4,8,1176000,20240714: ,20251123: ,2024|뮤지컬:2;2025|뮤지컬:2
00000002039,1,2,320000,20240714: ,20240714: ,2024|뮤지컬:1
00000013727,2,2,288000,20240714: ,20240714: ,2024|뮤지컬:2
00000008441,1,1,130000,20240714: ,20240714: ,2024|뮤지컬:1
00000008632,1,1,130000,20240714: ,20240714: ,2024|뮤지컬:1
00000013972,1,1,144000,20240714: ,20240714: ,2024|뮤지컬:1
00000000102,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000013282,1,4,576000,20240714: ,20240714: ,2024|뮤지컬:1
00000005108,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000001895,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000004584,1,1,117000,20240714: ,20240714: ,2024|뮤지컬:1
00000002200,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000003293,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000013145,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000016543,3,8,1116000,20240714: ,20250705: ,2024|뮤지컬:2;2025|뮤지컬:1
00000001056,1,3,364000,20240714: ,20240714: ,2024|뮤지컬:1
00000009518,2,2,313000,20240714: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000020829,1,1,76500,20240714: ,20240714: ,2024|뮤지컬:1
00000017648,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000008971,2,4,372000,20240714: ,20250517: ,2024|뮤지컬:1;2025|어린이·가족:1
00000010978,1,1,130000,20240714: ,20240714: ,2024|뮤지컬:1
00000001522,1,2,162000,20240714: ,20240714: ,2024|뮤지컬:1
00000011693,1,1,144000,20240714: ,20240714: ,2024|뮤지컬:1
00000015430,1,1,160000,20240714: ,20240714: ,2024|뮤지컬:1
00000014182,5,5,743000,20240714: ,20251123: ,2024|뮤지컬:3;2025|뮤지컬:2
00000021620,1,2,288000,20240714: ,20240714: ,2024|뮤지컬:1
00000005958,1,1,144000,20240714: ,20240714: ,2024|뮤지컬:1
00000001852,1,1,144000,20240714: ,20240714: ,2024|뮤지컬:1
00000004177,1,2,234000,20240714: ,20240714: ,2024|뮤지컬:1
00000009043,2,3,423000,20240714: ,20241122: ,2024|뮤지컬:2
00000018505,1,2,162000,20240714: ,20240714: ,2024|뮤지컬:1
00000006517,1,2,45000,20240719: ,20240719: ,2024|어린이·가족:1
00000014540,3,3,90000,20240719: ,20250516: ,2024|어린이·가족:1;2024|뮤지컬:1;2025|어린이·가족:1
00000013635,1,3,69000,20240719: ,20240719: ,2024|어린이·가족:1
00000005173,1,2,48000,20240720: ,20240720: ,2024|어린이·가족:1
00000017923,3,8,243000,20240720: ,20240910: ,2024|어린이·가족:3
00000004551,1,1,21000,20240720: ,20240720: ,2024|어린이·가족:1
00000000411,1,4,60000,20240720: ,20240720: ,2024|어린이·가족:1
00000018003,6,14,982600,20240720: ,20251123: ,2024|어린이·가족:1;2025|어린이·가족:3;2025|뮤지컬:2
00000002160,1,4,96000,20240720: ,20240720: ,2024|어린이·가족:1
00000000425,1,3,75000,20240720: ,20240720: ,2024|어린이·가족:1
00000002589,1,3,69000,20240720: ,20240720: ,2024|어린이·가족:1
00000011364,1,3,75000,20240720: ,20240720: ,2024|어린이·가족:1
00000009617,1,3,69000,20240720: ,20240720: ,2024|어린이·가족:1
00000003666,1,2,48000,20240720: ,20240720: ,2024|어린이·가족:1
00000014647,1,2,48000,20240720: ,20240720: ,2024|어린이·가족:1
00000022182,3,6,199200,20240720: ,20250920: ,2024|어린이·가족:1;2024|발레/연극:1;2025|어린이·가족:1
00000013433,1,3,50000,20240817: ,20240817: ,2024|기타:1
00000009450,3,5,96000,20240817: ,20240817: ,2024|기타:3
00000000198,1,2,36000,20240817: ,20240817: ,2024|기타:1
00000006293,1,1,18000,20240817: ,20240817: ,2024|기타:1
00000015490,1,3,60000,20240817: ,20240817: ,2024|기타:1
00000009785,33,154,2436000,20240817: ,20240818: ,2024|기타:33
00000010832,1,4,80000,20240817: ,20240817: ,2024|기타:1
00000009341,6,22,390000,20240817: ,20240818: ,2024|기타:6
00000011643,1,2,36000,20240817: ,20240817: ,2024|기타:1
00000020815,1,5,78000,20240817: ,20240817: ,2024|기타:1
00000020657,1,2,32000,20240817: ,20240817: ,2024|기타:1
00000016234,1,3,50000,20240817: ,20240817: ,2024|기타:1
00000015507,16,39,630000,20240817: ,20240817: ,2024|기타:16
00000009324,1,1,18000,20240817: ,20240817: ,2024|기타:1
00000002942,2,4,80000,20240817: ,20240818: ,2024|기타:2
00000013894,1,5,80000,20240817: ,20240817: ,2024|기타:1
00000008431,3,4,76000,20240817: ,20240817: ,2024|기타:3
00000011848,1,2,36000,20240817: ,20240817: ,2024|기타:1
00000003088,1,2,36000,20240817: ,20240817: ,2024|기타:1
00000008738,2,7,461000,20240817: ,20250704: ,2024|기타:1;2025|뮤지컬:1
00000009599,1,4,80000,20240817: ,20240817: ,2024|기타:1
00000020901,2,4,80000,20240817: ,20240817: ,2024|기타:2
00000001709,1,2,36000,20240817: ,20240817: ,2024|기타:1
00000017609,1,2,36000,20240817: ,20240817: ,2024|기타:1
00000000576,1,4,76000,20240817: ,20240817: ,2024|기타:1
00000019370,1,1,18000,20240817: ,20240817: ,2024|기타:1
00000013099,1,1,18000,20240818: ,20240818: ,2024|기타:1
00000000762,1,2,36000,20240818: ,20240818: ,2024|기타:1
00000006045,1,1,16000,20240818: ,20240818: ,2024|기타:1
00000011343,1,2,36000,20240818: ,20240818: ,2024|기타:1
00000012594,6,12,324000,20240818: ,20250720: ,2024|기타:1;2024|클래식:1;2025|클래식:1;2025|발레/연극:3
00000015103,7,16,996000,20240818: ,20250920: ,2024|기타:1;2024|클래식:1;2025|뮤지컬:2;2025|어린이·가족:3
00000014595,1,2,36000,20240818: ,20240818: ,2024|기타:1
00000009398,1,2,36000,20240818: ,20240818: ,2024|기타:1
00000010484,1,2,36000,20240818: ,20240818: ,2024|기타:1
00000003694,1,2,40000,20240818: ,20240818: ,2024|기타:1
00000012317,1,2,36000,20240818: ,20240818: ,2024|기타:1
00000008943,1,2,72000,20240823: ,20240823: ,2024|클래식:1
00000003490,1,2,40000,20240823: ,20240823: ,2024|클래식:1
00000005288,1,2,72000,20240823: ,20240823: ,2024|클래식:1
00000010999,2,4,342000,20240823: ,20241122: ,2024|클래식:1;2024|뮤지컬:1
00000022430,3,11,1264000,20240823: ,20250705: ,2024|클래식:1;2025|뮤지컬:2
00000018330,6,34,1008000,20240823: ,20250529: ,2024|클래식:3;2025|발레/연극:3
00000003759,1,2,56000,20240823: ,20240823: ,2024|클래식:1
00000011549,1,2,48000,20240823: ,20240823: ,2024|클래식:1
00000003076,1,4,120000,20240823: ,20240823: ,2024|클래식:1
00000000407,3,3,112000,20240823: ,20240823: ,2024|클래식:3
00000003202,1,2,72000,20240824: ,20240824: ,2024|클래식:1
00000015265,3,6,620000,20240824: ,20250705: ,2024|클래식:1;2025|뮤지컬:2
00000011340,1,3,68000,20240824: ,20240824: ,2024|클래식:1
00000015325,1,1,36000,20240824: ,20240824: ,2024|클래식:1
00000019759,1,4,112000,20240824: ,20240824: ,2024|클래식:1
00000007322,1,2,72000,20240824: ,20240824: ,2024|클래식:1
00000015728,2,4,352000,20240824: ,20250704: ,2024|클래식:1;2025|뮤지컬:1
00000013824,1,3,92000,20240824: ,20240824: ,2024|클래식:1
00000000867,4,30,810000,20240824: ,20240904: ,2024|클래식:4
00000007297,1,5,132000,20240824: ,20240824: ,2024|클래식:1
00000012167,1,2,56000,20240824: ,20240824: ,2024|클래식:1
00000012107,3,10,310000,20240824: ,20250720: ,2024|클래식:1;2024|뮤지컬:1;2025|발레/연극:1
00000010275,1,2,40000,20240824: ,20240824: ,2024|클래식:1
00000015369,3,10,310000,20240824: ,20250514: ,2024|클래식:1;2025|어린이·가족:2
00000007236,1,5,140000,20240824: ,20240824: ,2024|클래식:1
00000007479,2,8,265000,20240824: ,20241213: ,2024|클래식:1;2024|발레/연극:1
00000003112,5,5,293300,20240824: ,20241225: ,2024|클래식:3;2024|뮤지컬:1;2024|발레/연극:1
00000016302,1,2,40000,20240824: ,20240824: ,2024|클래식:1
00000001111,2,6,171000,20240824: ,20241116: ,2024|클래식:1;2024|뮤지컬:1
00000008212,1,3,80000,20240824: ,20240824: ,2024|클래식:1
00000006867,3,6,149000,20240904: ,20250920: ,2024|클래식:2;2025|어린이·가족:1
00000003221,4,8,168000,20240904: ,20250911: ,2024|클래식:1;2025|클래식:3
00000013086,8,17,312000,20240904: ,20251204: ,2024|클래식:1;2025|클래식:7
00000016202,5,12,518200,20240904: ,20250802: ,2024|클래식:1;2024|발레/연극:1;2025|어린이·가족:3
00000000270,1,3,42000,20240904: ,20240904: ,2024|클래식:1
00000009256,1,2,32000,20240904: ,20240904: ,2024|클래식:1
00000012911,2,2,27000,20240904: ,20241204: ,2024|클래식:2
00000001814,2,2,58500,20221014: ,20240904: ,2024|클래식:1;2022|클래식:1
00000007646,2,3,43000,20240904: ,20241204: ,2024|클래식:2
00000018000,1,2,27000,20240904: ,20240904: ,2024|클래식:1
00000002340,1,1,13500,20240904: ,20240904: ,2024|클래식:1
00000020037,1,2,32000,20240904: ,20240904: ,2024|클래식:1
00000000535,1,2,32000,20240904: ,20240904: ,2024|클래식:1
00000017371,2,4,54000,20240904: ,20241204: ,2024|클래식:2
00000016886,1,2,32000,20240904: ,20240904: ,2024|클래식:1
00000001617,2,3,55000,20240904: ,20241221: ,2024|클래식:2
00000021833,2,2,34500,20240904: ,20241013: ,2024|클래식:2
00000004932,3,6,99000,20240904: ,20250710: ,2024|클래식:1;2025|클래식:2
00000019713,1,2,27000,20240904: ,20240904: ,2024|클래식:1
00000017153,3,6,90000,20240904: ,20250327: ,2024|클래식:2;2025|클래식:1
00000004559,7,8,243000,20240904: ,20251123: ,2024|클래식:3;2025|클래식:2;2025|발레/연극:1;2025|뮤지컬:1
00000018835,2,5,174000,20240904: ,20240906: ,2024|클래식:2
00000012095,3,6,90000,20240904: ,20251204: ,2024|클래식:2;2025|클래식:1
00000002366,1,2,22500,20240904: ,20240904: ,2024|클래식:1
00000016138,1,2,98000,20240906: ,20240906: ,2024|클래식:1
00000006847,1,2,112000,20240906: ,20240906: ,2024|클래식:1
00000010300,2,4,172000,20240906: ,20250308: ,2024|클래식:1;2025|클래식:1
00000008010,1,2,90000,20240906: ,20240906: ,2024|클래식:1
00000004537,1,1,63000,20240906: ,20240906: ,2024|클래식:1
00000014100,1,2,112000,20240906: ,20240906: ,2024|클래식:1
00000003010,1,1,56000,20240906: ,20240906: ,2024|클래식:1
00000017921,2,2,126000,20240906: ,20240906: ,2024|클래식:2
00000008065,3,6,376000,20201225: ,20240906: ,2024|클래식:1;2020|클래식:2
00000021763,1,1,56000,20240906: ,20240906: ,2024|클래식:1
00000002446,3,6,465000,20201126: ,20250308: ,2024|클래식:1;2025|클래식:1;2020|클래식:1
00000007354,1,1,40000,20240906: ,20240906: ,2024|클래식:1
00000013562,9,18,544000,20240906: ,20251026: ,2024|클래식:2;2024|발레/연극:1;2025|클래식:6
00000008215,1,6,180000,20240910: ,20240910: ,2024|어린이·가족:1
00000011552,1,2,84000,20240910: ,20240910: ,2024|어린이·가족:1
00000018780,1,4,120000,20240910: ,20240910: ,2024|어린이·가족:1
00000006991,2,6,211800,20240910: ,20250802: ,2024|어린이·가족:1;2025|어린이·가족:1
00000021834,2,4,141200,20240910: ,20250803: ,2024|어린이·가족:1;2025|어린이·가족:1
00000009157,1,2,60000,20240910: ,20240910: ,2024|어린이·가족:1
00000001245,1,2,60000,20240910: ,20240910: ,2024|어린이·가족:1
00000020130,1,2,84000,20240910: ,20240910: ,2024|어린이·가족:1
00000021258,1,2,60000,20240911: ,20240911: ,2024|어린이·가족:1
00000001395,5,10,446800,20240911: ,20250920: ,2024|어린이·가족:1;2024|클래식:1;2024|발레/연극:1;2025|어린이·가족:2
00000000028,4,9,396600,20240911: ,20250517: ,2024|어린이·가족:1;2024|발레/연극:2;2025|어린이·가족:1
00000005112,1,2,84000,20240911: ,20240911: ,2024|어린이·가족:1
00000008844,2,4,141200,20240911: ,20250802: ,2024|어린이·가족:1;2025|어린이·가족:1
00000016722,2,7,390400,20240911: ,20241225: ,2024|어린이·가족:1;2024|발레/연극:1
00000006712,1,2,120000,20240911: ,20240911: ,2024|어린이·가족:1
00000009646,2,3,90000,20240911: ,20240911: ,2024|어린이·가족:2
00000006487,1,4,120000,20240911: ,20240911: ,2024|어린이·가족:1
00000003462,1,2,60000,20240911: ,20240911: ,2024|어린이·가족:1
00000009046,2,4,163200,20240911: ,20250920: ,2024|어린이·가족:1;2025|어린이·가족:1
00000018097,1,2,60000,20240911: ,20240911: ,2024|어린이·가족:1
00000017958,2,4,372000,20240912: ,20250216: ,2024|어린이·가족:1;2025|뮤지컬:1
00000007333,1,3,90000,20240912: ,20240912: ,2024|어린이·가족:1
00000006471,2,4,141200,20240912: ,20250803: ,2024|어린이·가족:1;2025|어린이·가족:1
00000005331,1,3,180000,20240912: ,20240912: ,2024|어린이·가족:1
00000007765,1,2,84000,20240912: ,20240912: ,2024|어린이·가족:1
00000020018,1,2,60000,20240912: ,20240912: ,2024|어린이·가족:1
00000018650,2,5,178800,20240912: ,20250918: ,2024|어린이·가족:1;2025|어린이·가족:1
00000010218,1,2,60000,20240912: ,20240912: ,2024|어린이·가족:1
00000022192,5,5,115000,20241010: ,20241126: ,2024|클래식:5
00000016840,2,2,136000,20241011: ,20251122: ,2024|클래식:1;2025|뮤지컬:1
00000004569,6,6,225000,20241011: ,20251025: ,2024|클래식:2;2025|클래식:4
00000004606,1,3,105000,20241011: ,20241011: ,2024|클래식:1
00000016864,1,2,70000,20241011: ,20241011: ,2024|클래식:1
00000011972,1,1,35000,20241011: ,20241011: ,2024|클래식:1
00000014320,3,3,89000,20241011: ,20250904: ,2024|클래식:1;2025|클래식:2
00000015706,6,12,395000,20201017: ,20251026: ,2024|클래식:1;2025|클래식:3;2020|클래식:2
00000011291,1,3,65000,20241012: ,20241012: ,2024|클래식:1
00000000793,1,2,70000,20241012: ,20241012: ,2024|클래식:1
00000001201,1,2,42000,20241012: ,20241012: ,2024|클래식:1
00000006116,1,2,54000,20241012: ,20241012: ,2024|클래식:1
00000008926,1,1,35000,20241012: ,20241012: ,2024|클래식:1
00000014926,1,1,35000,20241012: ,20241012: ,2024|클래식:1
00000010557,3,6,117500,20241012: ,20250308: ,2024|클래식:1;2025|클래식:2
00000006796,1,2,90000,20241013: ,20241013: ,2024|클래식:1
00000004866,1,2,70000,20241013: ,20241013: ,2024|클래식:1
00000001803,6,10,695000,20241013: ,20251122: ,2024|클래식:1;2024|뮤지컬:1;2025|발레/연극:1;2025|클래식:2;2025|뮤지컬:1
00000009068,3,4,494000,20241013: ,20251123: ,2024|클래식:1;2025|뮤지컬:2
00000020448,2,5,50000,20241013: ,20251025: ,2024|클래식:1;2025|클래식:1
00000015714,3,6,625000,20241101: ,20251122: ,2024|클래식:1;2025|뮤지컬:2
00000002619,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000016073,2,2,140000,20241101: ,20241101: ,2024|클래식:2
00000016003,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000003908,2,2,126000,20241101: ,20241101: ,2024|클래식:2
00000017431,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000014801,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000015045,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000016328,1,2,126000,20241101: ,20241101: ,2024|클래식:1
00000021123,1,2,126000,20241101: ,20241101: ,2024|클래식:1
00000004324,1,2,90000,20241101: ,20241101: ,2024|클래식:1
00000001923,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000007283,1,2,126000,20241101: ,20241101: ,2024|클래식:1
00000015457,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000008932,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000022315,1,2,126000,20241101: ,20241101: ,2024|클래식:1
00000000938,1,2,126000,20241101: ,20241101: ,2024|클래식:1
00000012233,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000001321,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000016990,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000019467,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000001762,1,4,280000,20241101: ,20241101: ,2024|클래식:1
00000012105,3,9,198000,20241101: ,20250116: ,2024|클래식:2;2025|클래식:1
00000005201,1,2,90000,20241101: ,20241101: ,2024|클래식:1
00000004611,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000018867,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000015515,1,2,90000,20241101: ,20241101: ,2024|클래식:1
00000008100,1,2,90000,20241101: ,20241101: ,2024|클래식:1
00000017058,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000016414,1,4,120000,20241101: ,20241101: ,2024|클래식:1
00000003003,1,4,120000,20241101: ,20241101: ,2024|클래식:1
00000019023,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000014780,1,4,120000,20241101: ,20241101: ,2024|클래식:1
00000020331,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000019205,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000012029,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000017028,3,6,270000,20241101: ,20250904: ,2024|클래식:2;2025|클래식:1
00000001102,1,2,112000,20241101: ,20241101: ,2024|클래식:1
00000016588,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000022382,2,2,112000,20241101: ,20241101: ,2024|클래식:2
00000006801,1,2,112000,20241101: ,20241101: ,2024|클래식:1
00000001689,2,2,126000,20241101: ,20241101: ,2024|클래식:2
00000016163,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000005254,1,2,48000,20241101: ,20241101: ,2024|클래식:1
00000017343,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000012459,2,3,196000,20241101: ,20241101: ,2024|클래식:2
00000008788,1,2,126000,20241101: ,20241101: ,2024|클래식:1
00000004884,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000001242,1,2,140000,20241101: ,20241101: ,2024|클래식:1
00000017418,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000002414,1,1,30000,20241101: ,20241101: ,2024|클래식:1
00000020409,2,3,261000,20241101: ,20241123: ,2024|클래식:1;2024|뮤지컬:1
00000003524,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000009703,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000002011,3,6,400000,20241101: ,20250705: ,2024|클래식:1;2025|뮤지컬:2
00000006833,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000021159,4,4,194500,20241101: ,20251023: ,2024|클래식:1;2025|클래식:3
00000010331,2,5,178000,20241101: ,20241221: ,2024|클래식:2
00000011678,1,2,140000,20241101: ,20241101: ,2024|클래식:1
00000022111,4,7,470000,20241101: ,20251115: ,2024|클래식:1;2025|클래식:2;2025|발레/연극:1
00000018128,1,2,90000,20241101: ,20241101: ,2024|클래식:1
00000021921,1,2,126000,20241101: ,20241101: ,2024|클래식:1
00000006504,1,1,45000,20241101: ,20241101: ,2024|클래식:1
00000016527,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000016710,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000005561,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000014328,1,2,60000,20241101: ,20241101: ,2024|클래식:1
00000020700,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000002189,2,4,414000,20241101: ,20250705: ,2024|클래식:1;2025|뮤지컬:1
00000001253,2,2,126000,20241101: ,20241101: ,2024|클래식:2
00000008142,1,1,49000,20241101: ,20241101: ,2024|클래식:1
00000015919,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000016559,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000006892,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000001181,2,3,135000,20241101: ,20241126: ,2024|클래식:2
00000016245,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000007493,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000010231,1,2,126000,20241101: ,20241101: ,2024|클래식:1
00000020839,1,1,70000,20241101: ,20241101: ,2024|클래식:1
00000004443,1,1,63000,20241101: ,20241101: ,2024|클래식:1
00000000690,1,2,90000,20241113: ,20241113: ,2024|뮤지컬:1
00000010266,1,1,45000,20241113: ,20241113: ,2024|뮤지컬:1
00000017243,1,5,240000,20241113: ,20241113: ,2024|뮤지컬:1
00000012500,4,8,306000,20241113: ,20250719: ,2024|뮤지컬:1;2024|클래식:1;2025|발레/연극:2
00000020533,1,8,300000,20241113: ,20241113: ,2024|뮤지컬:1
00000003914,1,2,90000,20241115: ,20241115: ,2024|뮤지컬:1
00000005777,1,2,70000,20241116: ,20241116: ,2024|뮤지컬:1
00000012449,1,3,115000,20241116: ,20241116: ,2024|뮤지컬:1
00000008893,3,7,426000,20241116: ,20241214: ,2024|뮤지컬:2;2024|발레/연극:1
00000014439,1,2,54000,20241116: ,20241116: ,2024|뮤지컬:1
