회원키,총구매,총매수,총금액,첫구매일,최근구매일,분포
00000012665,2,4,117000,20211016: ,20231214: ,2021|클래식:1;2023|클래식:1
00000015877,1,2,90000,20211016: ,20211016: ,2021|클래식:1
00000003977,4,10,546500,20201018: ,20241122: ,2021|클래식:1;2023|클래식:1;2024|뮤지컬:1;2020|클래식:1
00000002644,7,11,546500,20211016: ,20250710: ,2021|클래식:1;2022|뮤지컬:1;2022|미상:1;2022|클래식:1;2024|클래식:1;2025|클래식:2
00000018253,5,6,655000,20211016: ,20251123: ,2021|클래식:1;2022|뮤지컬:1;2023|뮤지컬:1;2024|발레/연극:1;2025|뮤지컬:1
00000020028,4,7,225500,20211016: ,20231214: ,2021|클래식:1;2021|발레/연극:1;2023|클래식:2
00000002515,3,4,180000,20211017: ,20231225: ,2021|클래식:1;2022|뮤지컬:1;2023|발레/연극:1
00000014873,8,16,1074000,20211017: ,20241124: ,2021|클래식:1;2021|뮤지컬:1;2022|클래식:1;2022|발레/연극:1;2023|클래식:2;2024|클래식:1;2024|뮤지컬:1
00000005658,2,2,36000,20211017: ,20211202: ,2021|클래식:2
00000009602,3,5,195000,20201018: ,20230119: ,2021|클래식:1;2023|클래식:1;2020|클래식:1
00000000258,4,6,164000,20200619: ,20241012: ,2021|클래식:1;2024|클래식:1;2020|클래식:1;2022|클래식:1
00000010162,10,15,457500,20211017: ,20251129: ,2021|클래식:1;2021|발레/연극:1;2022|어린이·가족:1;2024|클래식:2;2024|어린이·가족:1;2025|클래식:1;2025|어린이·가족:1;2025|발레/연극:2
00000001965,2,8,300000,20211017: ,20211017: ,2021|클래식:2
00000004913,2,8,240000,20201018: ,20211017: ,2021|클래식:1;2020|클래식:1
00000011127,2,6,281200,20211017: ,20250802: ,2021|클래식:1;2025|어린이·가족:1
00000011049,9,69,2034500,20211029: ,20251128: ,2021|뮤지컬:1;2022|발레/연극:1;2022|뮤지컬:1;2023|발레/연극:1;2024|클래식:1;2025|발레/연극:4
00000012962,11,23,1888000,20211028: ,20250720: ,2021|뮤지컬:1;2023|뮤지컬:1;2023|발레/연극:2;2024|발레/연극:1;2024|뮤지컬:3;2025|뮤지컬:2;2025|발레/연극:1
00000004412,1,2,85000,20211028: ,20211028: ,2021|뮤지컬:1
00000014808,12,14,1265000,20211028: ,20250719: ,2021|뮤지컬:2;2022|뮤지컬:4;2023|뮤지컬:3;2024|뮤지컬:2;2025|발레/연극:1
00000011496,4,16,490000,20211028: ,20251129: ,2021|뮤지컬:1;2022|클래식:1;2025|발레/연극:2
00000012249,3,3,130000,20211028: ,20211029: ,2021|뮤지컬:3
00000014925,3,5,369000,20211028: ,20231223: ,2021|뮤지컬:2;2023|발레/연극:1
00000004409,3,3,306000,20211028: ,20221203: ,2021|뮤지컬:2;2022|뮤지컬:1
00000007215,1,2,50000,20211028: ,20211028: ,2021|뮤지컬:1
00000003286,6,11,737600,20211029: ,20241225: ,2021|뮤지컬:1;2022|클래식:1;2023|클래식:2;2023|발레/연극:1;2024|발레/연극:1
00000003734,3,3,332500,20211029: ,20220416: ,2021|뮤지컬:2;2022|뮤지컬:1
00000006213,1,2,54000,20211029: ,20211029: ,2021|뮤지컬:1
00000000178,6,10,806000,20211029: ,20250720: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:1;2023|발레/연극:1;2025|뮤지컬:1;2025|발레/연극:1
00000005069,2,4,360000,20211029: ,20220415: ,2021|뮤지컬:1;2022|뮤지컬:1
00000016212,5,10,735000,20211029: ,20250720: ,2021|뮤지컬:1;2022|뮤지컬:1;2024|뮤지컬:2;2025|발레/연극:1
00000017090,1,2,85000,20211029: ,20211029: ,2021|뮤지컬:1
00000000731,5,8,984000,20211029: ,20251123: ,2021|뮤지컬:1;2022|뮤지컬:1;2025|뮤지컬:3
00000002430,3,5,467500,20211029: ,20251123: ,2021|뮤지컬:2;2025|뮤지컬:1
00000015269,18,21,1589000,20211029: ,20251122: ,2021|뮤지컬:2;2022|뮤지컬:2;2023|뮤지컬:4;2023|클래식:1;2023|발레/연극:2;2024|발레/연극:1;2024|뮤지컬:1;2025|발레/연극:3;2025|뮤지컬:2
00000006041,5,9,747000,20211029: ,20251123: ,2021|뮤지컬:1;2023|발레/연극:1;2025|뮤지컬:2;2025|발레/연극:1
00000022114,1,1,42500,20211029: ,20211029: ,2021|뮤지컬:1
00000008907,1,1,42500,20211029: ,20211029: ,2021|뮤지컬:1
00000006345,4,9,529500,20211029: ,20230409: ,2021|뮤지컬:2;2021|발레/연극:1;2023|뮤지컬:1
00000006104,2,8,340000,20211029: ,20211225: ,2021|뮤지컬:1;2021|발레/연극:1
00000010614,3,6,450000,20211029: ,20220416: ,2021|뮤지컬:1;2021|발레/연극:1;2022|뮤지컬:1
00000013405,1,2,85000,20211029: ,20211029: ,2021|뮤지컬:1
00000015607,8,11,783000,20211029: ,20251129: ,2021|뮤지컬:1;2024|뮤지컬:1;2024|클래식:1;2025|뮤지컬:2;2025|발레/연극:3
00000018267,2,8,365000,20211029: ,20231223: ,2021|뮤지컬:1;2023|클래식:1
00000011282,6,14,676500,20211029: ,20251204: ,2021|뮤지컬:1;2023|클래식:1;2025|뮤지컬:1;2025|클래식:2;2025|발레/연극:1
00000009145,8,20,654000,20211029: ,20241116: ,2021|뮤지컬:1;2021|발레/연극:1;2023|클래식:1;2023|발레/연극:2;2024|기타:1;2024|클래식:1;2024|뮤지컬:1
00000015014,1,7,70000,20211111: ,20211111: ,2021|기타:1
00000015463,1,1,9000,20211111: ,20211111: ,2021|기타:1
00000002454,2,6,281000,20211112: ,20251122: ,2021|기타:1;2025|뮤지컬:1
00000017205,3,150,750000,20211112: ,20211112: ,2021|기타:3
00000018809,2,3,94000,20211202: ,20240119: ,2021|클래식:1;2024|클래식:1
00000006689,21,68,3269500,20211202: ,20251123: ,2021|클래식:1;2021|뮤지컬:1;2022|클래식:4;2022|뮤지컬:1;2022|미상:2;2022|발레/연극:1;2023|뮤지컬:1;2023|클래식:2;2023|발레/연극:1;2024|뮤지컬:1;2025|발레/연극:3;2025|뮤지컬:3
00000017749,19,40,2956500,20211202: ,20250308: ,2021|클래식:1;2021|뮤지컬:1;2022|클래식:5;2022|뮤지컬:4;2022|발레/연극:1;2023|뮤지컬:1;2023|발레/연극:1;2023|클래식:1;2024|뮤지컬:2;2025|뮤지컬:1;2025|클래식:1
00000005022,5,11,139000,20211202: ,20231214: ,2021|클래식:2;2022|클래식:2;2023|클래식:1
00000001208,8,16,645000,20211202: ,20250327: ,2021|클래식:1;2021|뮤지컬:1;2022|클래식:2;2022|뮤지컬:1;2023|클래식:2;2025|클래식:1
00000008172,1,2,20000,20211202: ,20211202: ,2021|클래식:1
00000000223,8,9,121500,20211202: ,20250522: ,2021|클래식:1;2022|미상:1;2023|클래식:2;2024|클래식:1;2025|클래식:3
00000015079,1,3,28000,20211202: ,20211202: ,2021|클래식:1
00000006919,1,2,18000,20211202: ,20211202: ,2021|클래식:1
00000001405,2,2,19000,20211202: ,20211202: ,2021|클래식:2
00000016853,12,26,995000,20211202: ,20251204: ,2021|클래식:1;2022|어린이·가족:2;2023|뮤지컬:1;2023|클래식:4;2024|뮤지컬:1;2025|뮤지컬:1;2025|클래식:2
00000010555,8,25,357500,20211202: ,20231214: ,2021|클래식:1;2022|클래식:4;2023|클래식:3
00000017143,6,8,82000,20211202: ,20230622: ,2021|클래식:1;2022|클래식:2;2022|미상:1;2023|클래식:2
00000007347,8,15,1087500,20211202: ,20250920: ,2021|클래식:1;2021|뮤지컬:1;2022|뮤지컬:2;2022|발레/연극:2;2023|뮤지컬:1;2025|어린이·가족:1
00000005358,1,2,18000,20211202: ,20211202: ,2021|클래식:1
00000001691,1,1,9000,20211202: ,20211202: ,2021|클래식:1
00000011977,1,3,28000,20211202: ,20211202: ,2021|클래식:1
00000006122,2,5,300000,20211202: ,20241123: ,2021|클래식:1;2024|뮤지컬:1
00000007584,5,10,174000,20211202: ,20250308: ,2021|클래식:1;2023|클래식:2;2024|클래식:1;2025|클래식:1
00000002419,4,8,258000,20201202: ,20211202: ,2021|클래식:1;2020|클래식:3
00000019980,13,18,587000,20211202: ,20250911: ,2021|클래식:1;2021|뮤지컬:1;2022|클래식:4;2023|클래식:5;2024|클래식:1;2025|클래식:1
00000004594,6,6,289500,20211202: ,20240713: ,2021|클래식:1;2022|클래식:2;2022|뮤지컬:1;2023|클래식:1;2024|뮤지컬:1
00000012287,4,6,79000,20211202: ,20231214: ,2021|클래식:1;2022|클래식:2;2023|클래식:1
00000003061,1,2,280000,20211210: ,20211210: ,2021|뮤지컬:1
00000008031,2,8,539000,20211210: ,20250803: ,2021|뮤지컬:1;2025|어린이·가족:1
00000008355,13,25,2867000,20211210: ,20251123: ,2021|뮤지컬:1;2022|뮤지컬:3;2022|클래식:1;2023|클래식:2;2024|뮤지컬:1;2025|클래식:3;2025|뮤지컬:2
00000008134,1,2,216000,20211210: ,20211210: ,2021|뮤지컬:1
00000012232,2,4,207000,20211210: ,20230622: ,2021|뮤지컬:1;2023|클래식:1
00000015461,1,2,216000,20211210: ,20211210: ,2021|뮤지컬:1
00000020332,1,1,140000,20211210: ,20211210: ,2021|뮤지컬:1
00000007776,3,5,734000,20211210: ,20251123: ,2021|뮤지컬:1;2025|뮤지컬:2
00000009851,4,10,794000,20211210: ,20241116: ,2021|뮤지컬:1;2023|뮤지컬:1;2023|발레/연극:1;2024|뮤지컬:1
00000014894,1,3,252000,20211210: ,20211210: ,2021|뮤지컬:1
00000020178,2,4,222000,20211210: ,20240119: ,2021|뮤지컬:1;2024|클래식:1
00000008049,2,7,525000,20211210: ,20220120: ,2021|뮤지컬:1;2022|클래식:1
00000003991,2,4,558000,20211210: ,20251123: ,2021|뮤지컬:1;2025|뮤지컬:1
00000016265,7,16,1838000,20211210: ,20250705: ,2021|뮤지컬:1;2022|클래식:1;2022|미상:1;2023|뮤지컬:1;2024|뮤지컬:2;2025|뮤지컬:1
00000003467,1,2,280000,20211210: ,20211210: ,2021|뮤지컬:1
00000003952,2,4,560000,20211210: ,20250705: ,2021|뮤지컬:1;2025|뮤지컬:1
00000011642,1,2,162000,20211210: ,20211210: ,2021|뮤지컬:1
00000016402,5,10,1017000,20211210: ,20250214: ,2021|뮤지컬:1;2022|발레/연극:2;2023|발레/연극:1;2025|뮤지컬:1
00000014089,1,2,216000,20211210: ,20211210: ,2021|뮤지컬:1
00000015737,2,2,252000,20211210: ,20211210: ,2021|뮤지컬:2
00000019590,2,3,280000,20211210: ,20220917: ,2021|뮤지컬:1;2022|미상:1
00000021849,3,6,666000,20211210: ,20250705: ,2021|뮤지컬:1;2022|뮤지컬:1;2025|뮤지컬:1
00000018290,9,12,1603500,20211210: ,20251123: ,2021|뮤지컬:2;2022|뮤지컬:5;2024|뮤지컬:1;2025|뮤지컬:1
00000003638,2,3,430000,20211210: ,20221203: ,2021|뮤지컬:1;2022|뮤지컬:1
00000000976,2,3,252000,20211210: ,20220917: ,2021|뮤지컬:1;2022|미상:1
00000006391,6,6,840000,20201126: ,20251122: ,2021|뮤지컬:4;2025|뮤지컬:1;2020|클래식:1
00000020611,3,5,359000,20211210: ,20241224: ,2021|뮤지컬:1;2024|발레/연극:2
00000003402,1,2,252000,20211210: ,20211210: ,2021|뮤지컬:1
00000009430,2,2,286000,20211210: ,20240713: ,2021|뮤지컬:1;2024|뮤지컬:1
00000000643,1,1,108000,20211210: ,20211210: ,2021|뮤지컬:1
00000021987,1,1,126000,20211210: ,20211210: ,2021|뮤지컬:1
00000021570,4,4,540000,20211210: ,20240713: ,2021|뮤지컬:1;2022|뮤지컬:2;2024|뮤지컬:1
00000017655,2,6,397500,20211210: ,20240518: ,2021|뮤지컬:1;2024|발레/연극:1
00000022279,2,3,420000,20211210: ,20211211: ,2021|뮤지컬:2
00000005224,6,12,1732000,20211210: ,20251122: ,2021|뮤지컬:1;2022|뮤지컬:2;2024|뮤지컬:1;2025|뮤지컬:2
00000021082,5,8,881500,20211210: ,20251123: ,2021|뮤지컬:1;2022|발레/연극:1;2024|뮤지컬:1;2025|발레/연극:1;2025|뮤지컬:1
00000011524,1,2,280000,20211210: ,20211210: ,2021|뮤지컬:1
00000015725,2,4,552000,20211210: ,20220416: ,2021|뮤지컬:1;2022|뮤지컬:1
00000014074,6,12,1044000,20211210: ,20250706: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:1;2023|어린이·가족:1;2024|뮤지컬:1;2025|뮤지컬:1
00000016992,1,1,140000,20211210: ,20211210: ,2021|뮤지컬:1
00000009856,1,2,162000,20211210: ,20211210: ,2021|뮤지컬:1
00000017266,7,11,697500,20211210: ,20251129: ,2021|뮤지컬:1;2022|뮤지컬:2;2023|발레/연극:2;2024|발레/연극:1;2025|발레/연극:1
00000020869,2,4,620000,20211210: ,20251123: ,2021|뮤지컬:1;2025|뮤지컬:1
00000003276,3,4,600000,20211210: ,20250706: ,2021|뮤지컬:2;2025|뮤지컬:1
00000020066,1,2,280000,20211211: ,20211211: ,2021|뮤지컬:1
00000006807,5,11,1452000,20211211: ,20251122: ,2021|뮤지컬:1;2023|뮤지컬:2;2025|뮤지컬:2
00000002407,3,6,622000,20211211: ,20250719: ,2021|뮤지컬:1;2025|뮤지컬:1;2025|발레/연극:1
00000011947,2,2,279000,20211211: ,20251122: ,2021|뮤지컬:1;2025|뮤지컬:1
00000012328,2,4,540000,20211211: ,20250215: ,2021|뮤지컬:1;2025|뮤지컬:1
00000000815,5,10,1324000,20211211: ,20250706: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:1
00000011405,2,10,1031000,20211211: ,20251122: ,2021|뮤지컬:1;2025|뮤지컬:1
00000000730,1,1,140000,20211211: ,20211211: ,2021|뮤지컬:1
00000000207,4,7,757000,20211211: ,20251122: ,2021|뮤지컬:1;2023|뮤지컬:1;2025|발레/연극:1;2025|뮤지컬:1
00000006910,4,7,918000,20211211: ,20250705: ,2021|뮤지컬:1;2023|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:1
00000020123,3,7,640000,20211211: ,20241224: ,2021|뮤지컬:1;2022|뮤지컬:1;2024|발레/연극:1
00000022593,2,4,406000,20211211: ,20250424: ,2021|뮤지컬:1;2025|발레/연극:1
00000019717,4,8,612000,20211211: ,20250529: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|발레/연극:1;2025|발레/연극:1
00000014223,2,3,240000,20211211: ,20220915: ,2021|뮤지컬:1;2022|미상:1
00000000300,6,13,1647800,20211211: ,20251123: ,2021|뮤지컬:1;2022|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:2;2025|어린이·가족:1
00000017762,1,2,216000,20211211: ,20211211: ,2021|뮤지컬:1
00000013738,1,2,280000,20211211: ,20211211: ,2021|뮤지컬:1
00000015005,1,2,216000,20211211: ,20211211: ,2021|뮤지컬:1
00000001381,2,4,324000,20211211: ,20230408: ,2021|뮤지컬:1;2023|뮤지컬:1
00000004015,12,28,1290000,20211211: ,20251129: ,2021|뮤지컬:1;2022|클래식:1;2023|발레/연극:1;2023|클래식:1;2024|클래식:2;2024|발레/연극:1;2025|클래식:2;2025|발레/연극:3
00000010918,1,1,126000,20211211: ,20211211: ,2021|뮤지컬:1
00000022638,1,2,280000,20211211: ,20211211: ,2021|뮤지컬:1
00000002509,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000017240,1,2,162000,20211211: ,20211211: ,2021|뮤지컬:1
00000022015,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000019637,1,2,280000,20211211: ,20211211: ,2021|뮤지컬:1
00000020187,6,8,942000,20211211: ,20230408: ,2021|뮤지컬:2;2022|뮤지컬:1;2022|미상:1;2023|뮤지컬:2
00000014528,3,7,727000,20211211: ,20221015: ,2021|뮤지컬:1;2022|뮤지컬:1;2022|클래식:1
00000016616,4,6,291000,20211211: ,20251128: ,2021|뮤지컬:1;2023|발레/연극:1;2025|클래식:1;2025|발레/연극:1
00000021960,3,4,297000,20211211: ,20230902: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|발레/연극:1
00000018293,7,11,1206000,20211211: ,20250720: ,2021|뮤지컬:2;2023|뮤지컬:1;2024|뮤지컬:2;2025|뮤지컬:1;2025|발레/연극:1
00000012382,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000002972,6,11,639500,20211211: ,20240714: ,2021|뮤지컬:1;2021|발레/연극:1;2022|뮤지컬:1;2022|어린이·가족:1;2024|발레/연극:1;2024|뮤지컬:1
00000003146,2,4,414000,20211211: ,20251123: ,2021|뮤지컬:1;2025|뮤지컬:1
00000001780,2,4,560000,20211211: ,20230409: ,2021|뮤지컬:1;2023|뮤지컬:1
00000005146,2,2,225000,20211211: ,20221203: ,2021|뮤지컬:1;2022|뮤지컬:1
00000008332,2,2,280000,20211211: ,20211211: ,2021|뮤지컬:2
00000007174,3,7,238000,20211211: ,20231223: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|발레/연극:1
00000008549,4,8,974000,20211211: ,20251123: ,2021|뮤지컬:1;2023|클래식:1;2024|뮤지컬:1;2025|뮤지컬:1
00000008464,2,6,402000,20211211: ,20211225: ,2021|뮤지컬:1;2021|발레/연극:1
00000010575,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000021682,2,4,279000,20211211: ,20241204: ,2021|뮤지컬:1;2024|클래식:1
00000021978,4,6,884000,20211211: ,20251123: ,2021|뮤지컬:1;2022|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:1
00000019869,12,14,1817000,20211211: ,20250704: ,2021|뮤지컬:1;2022|뮤지컬:6;2023|발레/연극:1;2024|뮤지컬:2;2025|발레/연극:1;2025|뮤지컬:1
00000022356,5,10,785000,20201225: ,20230610: ,2021|뮤지컬:1;2022|발레/연극:1;2023|발레/연극:1;2020|클래식:2
00000021670,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000021505,5,6,473000,20211211: ,20231224: ,2021|뮤지컬:2;2022|뮤지컬:1;2022|미상:1;2023|발레/연극:1
00000018877,2,3,420000,20211211: ,20230408: ,2021|뮤지컬:1;2023|뮤지컬:1
00000004113,1,1,140000,20211211: ,20211211: ,2021|뮤지컬:1
00000018386,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000013695,1,1,126000,20211211: ,20211211: ,2021|뮤지컬:1
00000001577,2,4,334000,20211211: ,20220723: ,2021|뮤지컬:1;2022|어린이·가족:1
00000000570,4,7,832000,20201126: ,20220415: ,2021|뮤지컬:1;2022|뮤지컬:1;2020|클래식:2
00000006644,9,18,2473000,20211211: ,20250706: ,2021|뮤지컬:3;2022|뮤지컬:1;2023|뮤지컬:1;2024|뮤지컬:3;2025|뮤지컬:1
00000009127,4,12,1730000,20211211: ,20251123: ,2021|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:2
00000008083,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000012872,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000005157,2,2,252000,20211211: ,20211211: ,2021|뮤지컬:2
00000007553,6,12,1488000,20211211: ,20250704: ,2021|뮤지컬:1;2021|발레/연극:1;2022|뮤지컬:2;2023|뮤지컬:1;2025|뮤지컬:1
00000017589,2,4,283500,20211211: ,20251129: ,2021|뮤지컬:1;2025|발레/연극:1
00000017811,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000015137,1,1,126000,20211211: ,20211211: ,2021|뮤지컬:1
00000008022,3,6,649200,20211211: ,20250803: ,2021|뮤지컬:1;2025|뮤지컬:1;2025|어린이·가족:1
00000003394,2,4,288000,20211211: ,20220120: ,2021|뮤지컬:1;2022|클래식:1
00000011489,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000005202,5,10,842000,20211211: ,20250517: ,2021|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:2;2025|어린이·가족:1
00000000443,1,2,280000,20211211: ,20211211: ,2021|뮤지컬:1
00000009974,1,3,392000,20211211: ,20211211: ,2021|뮤지컬:1
00000015814,1,3,392000,20211211: ,20211211: ,2021|뮤지컬:1
00000013356,19,37,2082000,20211211: ,20251204: ,2021|뮤지컬:1;2023|뮤지컬:1;2023|발레/연극:1;2024|뮤지컬:1;2024|클래식:2;2025|클래식:9;2025|뮤지컬:2;2025|발레/연극:2
00000004292,3,6,855000,20211211: ,20241124: ,2021|뮤지컬:1;2022|뮤지컬:1;2024|뮤지컬:1
00000022381,3,4,193500,20201205: ,20231214: ,2021|뮤지컬:1;2023|클래식:1;2020|클래식:1
00000013210,2,6,792000,20211211: ,20241123: ,2021|뮤지컬:1;2024|뮤지컬:1
00000003534,5,14,1902000,20211211: ,20251123: ,2021|뮤지컬:1;2022|뮤지컬:1;2023|뮤지컬:1;2025|뮤지컬:2
00000003523,5,7,944000,20211211: ,20241123: ,2021|뮤지컬:1;2022|뮤지컬:3;2024|뮤지컬:1
00000017917,1,2,162000,20211211: ,20211211: ,2021|뮤지컬:1
00000006162,4,10,1390000,20211211: ,20251123: ,2021|뮤지컬:1;2022|뮤지컬:2;2025|뮤지컬:1
00000004702,3,6,500000,20211211: ,20221203: ,2021|뮤지컬:1;2021|발레/연극:1;2022|뮤지컬:1
00000014996,1,2,216000,20211211: ,20211211: ,2021|뮤지컬:1
00000020385,4,12,1188000,20211211: ,20250705: ,2021|뮤지컬:1;2025|뮤지컬:2;2025|기타:1
00000001741,1,2,252000,20211211: ,20211211: ,2021|뮤지컬:1
00000000703,1,2,180000,20211211: ,20211211: ,2021|뮤지컬:1
